tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2021-520,Roland Garros,Clay,128,G,2021-05-31,105,106065,NA,NA,Marco Cecchinato,R,185,ITA,28.6652977413,106034,NA,NA,Yasutaka Uchiyama,R,NA,JPN,28.8186173854,3-6 6-1 6-2 6-4,5,R128,138,10,4,85,64,51,11,17,0,2,4,3,116,75,39,24,17,9,15,83,903,115,704
2021-520,Roland Garros,Clay,128,G,2021-05-31,106,106415,NA,NA,Yoshihito Nishioka,L,170,JPN,25.6755646817,104542,NA,NA,Jo-Wilfried Tsonga,R,188,FRA,36.1204654346,6-4 6-2 3-6 7-6(5),5,R128,172,2,2,126,90,66,19,20,6,8,19,5,134,82,60,22,19,8,12,57,1142,77,947
2021-520,Roland Garros,Clay,128,G,2021-05-31,107,207518,NA,NA,Lorenzo Musetti,R,185,ITA,19.2443531828,105676,13,NA,David Goffin,R,163,BEL,30.4804928131,6-0 7-5 7-6(3),5,R128,138,3,1,105,75,53,15,15,6,8,7,4,98,55,38,14,15,7,13,76,950,13,2875
2021-520,Roland Garros,Clay,128,G,2021-05-31,108,126610,9,NA,Matteo Berrettini,R,196,ITA,25.1334702259,106121,NA,Q,Taro Daniel,R,NA,JPN,28.3394934976,6-0 6-4 4-6 6-4,5,R128,142,14,4,85,59,53,16,18,0,1,4,8,121,81,51,21,18,6,11,9,3958,113,716
2021-520,Roland Garros,Clay,128,G,2021-05-31,109,105948,NA,NA,Federico Coria,R,NA,ARG,29.2265571526,103852,NA,NA,Feliciano Lopez,L,188,ESP,39.6933607118,6-3 7-6(4) 6-2,5,R128,118,5,4,80,65,54,5,15,0,1,10,4,94,53,37,19,14,5,10,94,838,62,1072
2021-520,Roland Garros,Clay,128,G,2021-05-31,110,126952,NA,NA,Soon Woo Kwon,R,180,KOR,23.4934976044,104731,NA,NA,Kevin Anderson,R,203,RSA,35.0362765229,7-5 6-4 2-6 7-6(4),5,R128,189,8,9,143,76,57,37,21,4,7,30,3,127,78,64,24,21,9,12,91,854,100,795
2021-520,Roland Garros,Clay,128,G,2021-05-31,111,104312,NA,NA,Andreas Seppi,R,190,ITA,37.273100616,200000,20,NA,Felix Auger Aliassime,R,193,CAN,20.810403833,6-3 7-6(8) 4-6 6-4,5,R128,213,5,7,140,76,55,38,21,10,12,12,6,141,95,66,25,20,9,13,98,811,21,2423
2021-520,Roland Garros,Clay,128,G,2021-05-31,112,126203,30,NA,Taylor Fritz,R,193,USA,23.5893223819,105311,NA,NA,Joao Sousa,R,185,POR,32.1697467488,6-4 6-2 6-4,5,R128,101,7,3,72,41,34,21,14,1,2,1,2,84,50,33,14,14,5,10,33,1760,114,714
2021-520,Roland Garros,Clay,128,G,2021-05-31,113,136440,NA,NA,Dominik Koepfer,L,180,GER,27.0882956879,106288,NA,WC,Mathias Bourgue,R,NA,FRA,27.3648186174,6-3 6-3 6-4,5,R128,124,3,4,100,60,43,22,14,9,10,1,2,90,61,38,11,14,7,12,59,1134,197,359
2021-520,Roland Garros,Clay,128,G,2021-05-31,114,105227,NA,NA,Marin Cilic,R,198,CRO,32.6707734428,126239,NA,WC,Arthur Rinderknech,R,NA,FRA,25.8562628337,7-6(6) 6-1 6-2,5,R128,138,8,0,81,53,45,14,14,5,6,10,6,120,71,43,21,13,11,17,47,1388,118,677
2021-520,Roland Garros,Clay,128,G,2021-05-31,115,103819,8,NA,Roger Federer,R,185,SUI,39.8110882957,104797,NA,Q,Denis Istomin,R,188,UZB,34.7296372348,6-2 6-4 6-3,5,R128,93,8,0,65,46,37,15,14,0,0,3,4,87,61,36,13,13,8,13,8,5605,204,343
2021-520,Roland Garros,Clay,128,G,2021-05-31,116,104745,3,NA,Rafael Nadal,L,185,ESP,34.9924709103,200615,NA,NA,Alexei Popyrin,R,196,AUS,21.8206707734,6-3 6-2 7-6(3),5,R128,143,7,5,93,59,48,19,15,3,4,8,5,89,51,40,17,14,7,11,3,9630,63,1052
2021-520,Roland Garros,Clay,128,G,2021-05-31,117,104755,NA,NA,Richard Gasquet,R,185,FRA,34.9514031485,200384,NA,WC,Hugo Gaston,L,NA,FRA,20.6762491444,6-1 6-4 6-2,5,R128,99,5,3,65,39,30,20,13,0,1,2,4,87,41,24,20,12,11,17,53,1213,141,531
2021-520,Roland Garros,Clay,128,G,2021-05-31,118,111815,NA,NA,Cameron Norrie,L,188,GBR,25.7713894593,106216,NA,Q,Bjorn Fratangelo,R,NA,USA,27.8658453114,7-5 7-6(5) 6-2,5,R128,151,9,5,119,71,54,19,16,9,12,8,1,97,60,37,20,16,6,12,45,1430,198,354
2021-520,Roland Garros,Clay,128,G,2021-05-31,119,144750,NA,NA,Lloyd Harris,R,193,RSA,24.2628336756,132283,26,NA,Lorenzo Sonego,R,191,ITA,26.0561259411,7-5 6-4 6-4,5,R128,138,6,1,90,61,46,20,16,6,7,5,4,97,59,39,22,16,8,12,54,1198,28,2132
2021-520,Roland Garros,Clay,128,G,2021-05-31,120,206173,18,NA,Jannik Sinner,R,188,ITA,19.7891854894,105732,NA,NA,Pierre Hugues Herbert,R,188,FRA,30.2039698836,6-1 4-6 6-7(4) 7-5 6-4,5,R128,212,5,4,154,95,65,35,26,8,12,13,12,151,79,53,35,25,2,10,19,2500,85,897
2021-520,Roland Garros,Clay,128,G,2021-05-31,121,126149,NA,NA,Gianluca Mager,R,185,ITA,26.4969199179,105376,NA,LL,Peter Gojowczyk,R,185,GER,31.8767967146,6-2 3-6 6-4 7-5,5,R128,156,11,5,137,86,65,22,20,10,13,4,3,120,69,49,25,19,6,12,87,879,134,566
2021-520,Roland Garros,Clay,128,G,2021-05-31,122,144707,NA,NA,Mikael Ymer,R,183,SWE,22.7241615332,106148,NA,NA,Roberto Carballes Baena,R,183,ESP,28.1889117043,6-4 0-6 4-6 6-2 6-2,5,R128,216,6,3,147,109,60,16,21,16,26,3,6,109,69,33,20,21,4,15,105,776,95,831
2021-520,Roland Garros,Clay,128,G,2021-05-31,123,104792,14,NA,Gael Monfils,R,193,FRA,34.7460643395,105077,NA,NA,Albert Ramos,L,188,ESP,33.3689253936,1-6 7-6(6) 6-4 6-4,5,R128,181,12,9,135,73,55,22,20,8,13,1,5,129,76,43,33,19,4,9,15,2713,38,1595
2021-520,Roland Garros,Clay,128,G,2021-05-31,124,106043,10,NA,Diego Schwartzman,R,170,ARG,28.7885010267,104229,NA,NA,Yen Hsun Lu,R,180,TPE,37.7960301164,6-2 6-2 6-3,5,R128,103,3,2,71,41,32,17,13,3,5,1,4,75,40,22,11,12,4,12,10,3465,680,35
2021-520,Roland Garros,Clay,128,G,2021-05-31,125,105379,NA,NA,Aljaz Bedene,R,181,SLO,31.8685831622,105173,NA,NA,Adrian Mannarino,L,183,FRA,32.9199178645,7-5 3-6 7-5 6-2,5,R128,209,15,8,118,54,48,33,21,1,3,8,4,153,76,55,36,20,10,15,56,1166,36,1651
2021-520,Roland Garros,Clay,128,G,2021-05-31,126,104259,NA,NA,Philipp Kohlschreiber,R,178,GER,37.6235455168,104269,NA,NA,Fernando Verdasco,L,188,ESP,37.5414099932,7-6(3) 6-2 2-6 6-4,5,R128,172,10,5,112,63,46,33,19,13,16,7,9,142,88,58,28,19,13,17,132,572,99,795
2021-520,Roland Garros,Clay,128,G,2021-05-31,127,106234,24,NA,Aslan Karatsev,R,185,RUS,27.7371663244,202385,NA,Q,Jenson Brooksby,R,NA,USA,20.5941136208,6-3 6-4 6-4,5,R128,119,3,4,77,46,37,20,15,0,1,1,2,84,51,31,18,14,7,11,26,2245,163,437
2021-520,Roland Garros,Clay,128,G,2021-05-31,128,105932,28,NA,Nikoloz Basilashvili,R,185,GEO,29.2676249144,105583,NA,NA,Dusan Lajovic,R,180,SRB,30.9185489391,6-4 6-3 0-6 6-2,5,R128,126,2,3,90,61,35,15,17,2,8,6,3,111,73,41,17,16,4,12,31,1785,39,1585
2021-520,Roland Garros,Clay,128,G,2021-05-31,129,207989,NA,Q,Carlos Alcaraz Garfia,R,185,ESP,18.0725530459,126523,NA,Q,Bernabe Zapata Miralles,R,NA,ESP,24.3805612594,6-3 2-6 6-1 7-6(4),5,R128,188,2,6,137,84,50,30,18,6,12,3,2,118,77,46,17,18,7,15,97,815,128,631
2021-520,Roland Garros,Clay,128,G,2021-05-31,130,105487,NA,NA,Facundo Bagnis,L,183,ARG,31.2553045859,126127,NA,WC,Benjamin Bonzi,R,NA,FRA,24.9746748802,7-5 6-3 6-4,5,R128,152,5,2,97,49,39,30,16,6,7,8,4,113,69,41,22,15,8,12,104,778,116,693
2021-520,Roland Garros,Clay,128,G,2021-05-31,131,105526,NA,NA,Jan Lennard Struff,R,193,GER,31.099247091,126094,7,NA,Andrey Rublev,R,188,RUS,23.6112251882,6-3 7-6(6) 4-6 3-6 6-4,5,R128,226,25,11,181,91,72,44,25,9,13,13,8,159,74,57,48,25,12,15,42,1500,7,6090
2021-520,Roland Garros,Clay,128,G,2021-05-31,132,100644,6,NA,Alexander Zverev,R,198,GER,24.1122518823,106214,NA,Q,Oscar Otte,R,NA,GER,27.8740588638,3-6 3-6 6-2 6-2 6-0,5,R128,169,9,8,108,62,46,27,20,2,6,2,5,136,90,57,16,20,8,16,6,6990,152,485
2021-520,Roland Garros,Clay,128,G,2021-05-31,133,126128,NA,Q,Roman Safiullin,R,NA,RUS,23.8138261465,126535,NA,Q,Carlos Taberner,R,NA,ESP,23.8110882957,7-6(4) 1-6 6-0 6-2,5,R128,165,8,1,115,74,52,23,17,7,10,2,3,118,79,52,16,16,10,16,182,393,137,555
2021-520,Roland Garros,Clay,128,G,2021-05-31,134,111513,NA,NA,Laslo Djere,R,188,SRB,25.9958932238,144895,NA,NA,Corentin Moutet,L,178,FRA,22.1163586585,6-3 6-7(10) 7-6(2) 7-5,5,R128,267,9,6,178,101,71,37,23,16,21,3,4,174,112,69,28,22,15,22,55,1168,73,968
2021-520,Roland Garros,Clay,128,G,2021-05-31,135,200175,NA,NA,Miomir Kecmanovic,R,183,SRB,21.749486653,105554,25,NA,Daniel Evans,R,175,GBR,31.022587269,1-6 6-3 6-3 6-4,5,R128,184,1,2,113,71,43,21,18,8,15,6,3,149,96,51,23,17,19,28,48,1384,27,2195
2021-520,Roland Garros,Clay,128,G,2021-05-31,136,111575,23,NA,Karen Khachanov,R,198,RUS,25.0266940452,106210,NA,NA,Jiri Vesely,L,198,CZE,27.8904859685,6-1 6-2 6-3,5,R128,93,5,1,69,44,38,12,12,2,2,1,3,67,46,29,5,12,4,10,25,2280,71,976
2021-520,Roland Garros,Clay,128,G,2021-05-31,137,105453,NA,NA,Kei Nishikori,R,178,JPN,31.4195756331,105561,NA,Q,Alessandro Giannessi,L,183,ITA,31.0034223135,6-4 6-7(4) 6-3 4-6 6-4,5,R128,243,2,5,143,89,65,29,26,10,17,5,6,169,100,59,36,25,19,29,49,1318,159,458
2021-520,Roland Garros,Clay,128,G,2021-05-31,138,105967,NA,Q,Henri Laaksonen,R,NA,SUI,29.1663244353,105870,NA,NA,Yannick Hanfmann,R,193,GER,29.5468856947,6-1 6-3 4-6 6-2,5,R128,133,10,3,94,56,46,21,17,1,2,2,3,110,67,43,20,17,7,13,150,498,96,822
2021-520,Roland Garros,Clay,128,G,2021-05-31,139,105138,11,NA,Roberto Bautista Agut,R,183,ESP,33.1279945243,106408,NA,Q,Mario Vilella Martinez,R,NA,ESP,25.9110198494,6-4 6-4 6-2,5,R128,118,2,2,68,43,35,19,14,3,4,7,9,97,50,36,19,14,5,10,11,3215,183,393
2021-520,Roland Garros,Clay,128,G,2021-05-31,140,134770,15,NA,Casper Ruud,R,183,NOR,22.4394250513,105332,NA,NA,Benoit Paire,R,196,FRA,32.0629705681,5-7 6-2 6-1 7-6(4),5,R128,180,3,3,135,79,52,35,20,4,7,7,7,125,68,49,23,19,8,14,16,2690,40,1544
2021-520,Roland Garros,Clay,128,G,2021-05-31,141,111794,NA,NA,Kamil Majchrzak,R,NA,POL,25.3798767967,209070,NA,WC,Arthur Cazaux,R,NA,FRA,18.7707049966,6-4 2-6 6-4 6-4,5,R128,210,12,2,138,76,50,35,19,8,12,9,1,156,88,57,34,19,14,19,126,636,452,87
2021-520,Roland Garros,Clay,128,G,2021-05-31,142,200221,NA,NA,Alejandro Davidovich Fokina,R,183,ESP,21.9876796715,105062,NA,NA,Mikhail Kukushkin,R,183,KAZ,33.4291581109,6-4 6-4 6-3,5,R128,117,8,3,75,47,35,16,15,0,2,5,4,100,58,36,18,14,9,15,46,1408,106,772
2021-520,Roland Garros,Clay,128,G,2021-05-31,143,122298,NA,Q,Botic van de Zandschulp,R,NA,NED,25.6563997262,128034,19,NA,Hubert Hurkacz,R,196,POL,24.2984257358,6-7(5) 6-7(4) 6-2 6-2 6-4,5,R128,221,5,6,163,97,71,42,25,6,8,11,2,154,100,70,28,25,7,14,154,478,20,2498
2021-520,Roland Garros,Clay,128,G,2021-05-31,144,104926,27,NA,Fabio Fognini,R,178,ITA,34.0205338809,106296,NA,WC,Gregoire Barrere,R,183,FRA,27.2854209446,6-4 6-1 6-4,5,R128,127,2,5,103,61,41,24,14,7,9,2,5,90,52,28,17,13,7,13,29,1933,122,644
2021-520,Roland Garros,Clay,128,G,2021-05-31,145,105916,NA,NA,Marton Fucsovics,R,188,HUN,29.3086926762,104468,NA,NA,Gilles Simon,R,183,FRA,36.424366872,6-4 6-1 7-6(5),5,R128,193,4,3,99,56,37,22,15,6,10,0,3,121,95,47,13,14,8,16,44,1456,69,995
2021-520,Roland Garros,Clay,128,G,2021-05-31,146,105643,NA,NA,Federico Delbonis,L,190,ARG,30.6529774127,105430,NA,NA,Radu Albot,R,175,MDA,31.5509924709,6-1 2-6 6-0 6-1,5,R128,125,1,4,92,53,35,21,14,12,16,0,10,82,45,22,10,14,3,13,51,1225,89,870
2021-520,Roland Garros,Clay,128,G,2021-05-31,147,104665,NA,NA,Pablo Andujar,R,180,ESP,35.3511293634,106233,4,NA,Dominic Thiem,R,185,AUT,27.7399041752,4-6 5-7 6-3 6-4 6-4,5,R128,268,4,8,184,114,73,34,26,13,19,4,7,156,98,71,20,25,10,17,68,1020,4,8445
2021-520,Roland Garros,Clay,128,G,2021-05-31,148,126774,5,NA,Stefanos Tsitsipas,R,193,GRE,22.8008213552,104871,NA,NA,Jeremy Chardy,R,188,FRA,34.2970568104,7-6(6) 6-3 6-1,5,R128,124,5,3,92,59,44,20,14,2,3,2,7,90,61,40,9,14,1,6,5,7500,60,1123
2021-520,Roland Garros,Clay,128,G,2021-05-31,149,124079,NA,NA,Pedro Martinez,R,NA,ESP,24.0958247775,200624,NA,NA,Sebastian Korda,R,196,USA,20.9034907598,6-4 6-2 6-2,5,R128,135,3,4,80,55,45,13,13,4,4,9,6,101,59,36,19,13,6,11,103,793,50,1289
2021-520,Roland Garros,Clay,128,G,2021-05-31,150,105936,NA,NA,Filip Krajinovic,R,185,SRB,29.2566735113,109739,NA,Q,Maximilian Marterer,L,NA,GER,25.9603011636,6-4 6-1 7-6(3),5,R128,132,7,1,88,60,52,12,15,2,2,5,3,112,76,50,14,14,11,15,41,1524,215,322
2021-520,Roland Garros,Clay,128,G,2021-05-31,151,104545,31,NA,John Isner,R,206,USA,36.0958247775,105023,NA,NA,Sam Querrey,R,198,USA,33.6481861739,7-6(2) 6-3 6-4,5,R128,105,22,2,91,64,53,17,16,2,2,9,3,85,49,39,18,15,1,3,34,1730,67,1023
2021-520,Roland Garros,Clay,128,G,2021-05-31,152,106329,NA,NA,Thiago Monteiro,L,183,BRA,27.0006844627,202103,NA,LL,Francisco Cerundolo,R,NA,ARG,22.7980835044,6-3 6-4 6-3,5,R128,126,3,3,94,67,50,12,14,6,7,3,5,100,59,42,15,14,10,15,80,936,117,688
2021-520,Roland Garros,Clay,128,G,2021-05-31,153,105449,NA,NA,Steve Johnson,R,188,USA,31.433264887100002,126207,NA,NA,Frances Tiafoe,R,188,USA,23.3593429158,6-7(5) 3-6 6-4 6-2 6-1,5,R128,191,11,7,146,80,58,34,23,7,12,14,3,142,81,55,29,23,6,15,88,878,74,963
2021-520,Roland Garros,Clay,128,G,2021-05-31,154,111505,NA,WC,Enzo Couacaud,R,NA,FRA,26.250513347,106078,NA,NA,Egor Gerasimov,R,196,BLR,28.5503080082,7-6(3) 6-4 6-3,5,R128,135,6,4,112,59,45,27,16,8,10,2,3,90,59,38,14,15,6,10,177,400,79,937
2021-520,Roland Garros,Clay,128,G,2021-05-31,155,105807,12,NA,Pablo Carreno Busta,R,188,ESP,29.8863791923,105613,NA,NA,Norbert Gombos,R,193,SVK,30.7980835044,6-3 6-4 6-3,5,R128,103,7,1,76,45,37,20,14,1,1,10,5,84,55,40,10,14,4,8,12,3085,81,912
2021-520,Roland Garros,Clay,128,G,2021-05-31,156,106218,NA,NA,Marcos Giron,R,180,USA,27.8521560575,105777,16,NA,Grigor Dimitrov,R,188,BUL,30.0424366872,2-6 4-6 7-5 3-0 RET,5,R128,151,4,1,118,73,43,22,17,9,15,1,5,97,59,40,16,16,4,9,84,900,17,2521
2021-520,Roland Garros,Clay,128,G,2021-05-31,157,105550,NA,NA,Guido Pella,L,185,ARG,31.0390143737,123755,NA,Q,Daniel Elahi Galan,R,191,COL,24.9500342231,6-3 7-6(4) 7-5,5,R128,165,0,7,97,61,43,16,17,3,8,6,4,125,67,37,27,16,13,21,61,1114,107,764
2021-520,Roland Garros,Clay,128,G,2021-05-31,158,111456,NA,Q,Mackenzie McDonald,R,NA,USA,26.1245722108,200325,NA,NA,Emil Ruusuvuori,R,188,FIN,22.1629021218,4-6 6-3 7-6(4) 6-3,5,R128,188,10,4,154,102,66,25,20,17,21,2,6,126,79,50,25,20,1,8,119,675,75,951
2021-520,Roland Garros,Clay,128,G,2021-05-31,159,106426,22,NA,Cristian Garin,R,185,CHI,25.0020533881,106228,NA,NA,Juan Ignacio Londero,R,NA,ARG,27.7919233402,3-6 6-4 7-6(6) 6-2,5,R128,189,7,4,129,82,53,22,20,7,13,2,5,121,76,45,22,19,7,15,23,2350,102,793
2021-520,Roland Garros,Clay,128,G,2021-05-31,160,124187,32,NA,Reilly Opelka,R,211,USA,23.7563312799,105413,NA,NA,Andrej Martin,R,180,SVK,31.6933607118,6-3 6-2 6-4,5,R128,112,10,3,85,53,39,16,14,2,5,1,3,86,55,32,11,13,4,11,35,1726,108,760
2021-520,Roland Garros,Clay,128,G,2021-05-31,161,144719,NA,NA,Jaume Munar,R,183,ESP,24.0711841205,111442,NA,NA,Jordan Thompson,R,183,AUS,27.112936345,6-7(6) 6-1 7-6(5) 6-4,5,R128,263,4,3,161,121,83,19,21,8,10,7,6,157,84,59,36,20,18,23,72,974,64,1042
2021-520,Roland Garros,Clay,128,G,2021-05-31,162,126205,NA,NA,Tommy Paul,R,185,USA,24.038329911,106331,NA,WC,Christopher O'Connell,R,183,AUS,26.9924709103,6-2 6-4 4-6 4-6 10-8,5,R128,213,8,8,170,106,81,33,28,14,18,6,0,152,102,72,28,28,2,8,52,1225,129,611
2021-520,Roland Garros,Clay,128,G,2021-05-31,163,106421,2,NA,Daniil Medvedev,R,198,RUS,25.3004791239,122330,NA,NA,Alexander Bublik,R,196,KAZ,23.9534565366,6-3 6-3 7-5,5,R128,114,7,4,90,43,34,25,15,6,9,8,8,100,53,35,15,15,8,15,2,9793,37,1613
2021-520,Roland Garros,Clay,128,G,2021-05-31,164,104925,1,NA,Novak Djokovic,R,188,SRB,34.0260095825,104655,NA,NA,Pablo Cuevas,R,180,URU,35.4113620808,6-3 6-2 6-4,5,R64,126,10,3,94,64,48,17,14,8,9,5,3,74,47,30,11,13,3,8,1,11313,92,846
2021-520,Roland Garros,Clay,128,G,2021-05-31,165,105575,NA,NA,Ricardas Berankis,R,175,LTU,30.9431895962,105902,NA,NA,James Duckworth,R,183,AUS,29.3579739904,7-5 2-6 7-6(4) 6-0,5,R64,159,8,3,111,68,51,27,19,5,8,18,2,129,64,47,32,19,12,17,93,839,101,794
2021-520,Roland Garros,Clay,128,G,2021-05-31,166,106065,NA,NA,Marco Cecchinato,R,185,ITA,28.6652977413,200282,21,NA,Alex De Minaur,R,183,AUS,22.2833675565,6-4 6-1 3-6 6-1,5,R64,148,7,2,119,75,52,22,17,8,10,2,3,105,60,36,22,16,8,14,83,903,22,2350
2021-520,Roland Garros,Clay,128,G,2021-05-31,167,207518,NA,NA,Lorenzo Musetti,R,185,ITA,19.2443531828,106415,NA,NA,Yoshihito Nishioka,L,170,JPN,25.6755646817,7-5 6-3 6-2,5,R64,129,4,1,97,72,46,15,15,9,11,2,7,98,62,35,15,14,14,21,76,950,57,1142
2021-520,Roland Garros,Clay,128,G,2021-05-31,168,126610,9,NA,Matteo Berrettini,R,196,ITA,25.1334702259,105948,NA,NA,Federico Coria,R,NA,ARG,29.2265571526,6-3 6-3 6-2,5,R64,118,5,2,75,51,42,12,13,2,3,2,3,95,61,35,15,13,6,12,9,3958,94,838
2021-520,Roland Garros,Clay,128,G,2021-05-31,169,126952,NA,NA,Soon Woo Kwon,R,180,KOR,23.4934976044,104312,NA,NA,Andreas Seppi,R,190,ITA,37.273100616,6-4 7-5 7-5,5,R64,158,6,2,95,60,45,24,17,1,2,17,3,138,77,56,26,17,12,16,91,854,98,811
2021-520,Roland Garros,Clay,128,G,2021-05-31,170,136440,NA,NA,Dominik Koepfer,L,180,GER,27.0882956879,126203,30,NA,Taylor Fritz,R,193,USA,23.5893223819,6-3 6-2 3-6 6-4,5,R64,155,6,6,122,75,49,26,18,5,9,9,0,116,65,39,28,18,10,17,59,1134,33,1760
2021-520,Roland Garros,Clay,128,G,2021-05-31,171,103819,8,NA,Roger Federer,R,185,SUI,39.8110882957,105227,NA,NA,Marin Cilic,R,198,CRO,32.6707734428,6-2 2-6 7-6(4) 6-2,5,R64,155,16,1,117,80,60,21,18,5,8,12,6,120,77,58,17,18,11,16,8,5605,47,1388
2021-520,Roland Garros,Clay,128,G,2021-05-31,172,104745,3,NA,Rafael Nadal,L,185,ESP,34.9924709103,104755,NA,NA,Richard Gasquet,R,185,FRA,34.9514031485,6-0 7-5 6-2,5,R64,134,3,3,77,45,38,15,13,3,4,2,5,91,47,33,12,13,9,16,3,9630,53,1213
2021-520,Roland Garros,Clay,128,G,2021-05-31,173,111815,NA,NA,Cameron Norrie,L,188,GBR,25.7713894593,144750,NA,NA,Lloyd Harris,R,193,RSA,24.2628336756,4-6 6-3 6-3 6-2,5,R64,135,5,4,93,59,49,21,18,0,1,9,2,98,69,48,13,18,4,9,45,1430,54,1198
2021-520,Roland Garros,Clay,128,G,2021-05-31,174,206173,18,NA,Jannik Sinner,R,188,ITA,19.7891854894,126149,NA,NA,Gianluca Mager,R,185,ITA,26.4969199179,6-1 7-5 3-6 6-3,5,R64,139,8,0,97,59,45,27,19,2,4,5,5,117,70,46,25,18,6,11,19,2500,87,879
2021-520,Roland Garros,Clay,128,G,2021-05-31,175,144707,NA,NA,Mikael Ymer,R,183,SWE,22.7241615332,104792,14,NA,Gael Monfils,R,193,FRA,34.7460643395,6-0 2-6 6-4 6-3,5,R64,144,0,5,106,71,49,15,17,4,8,5,3,110,63,38,19,16,3,10,105,776,15,2713
2021-520,Roland Garros,Clay,128,G,2021-05-31,176,106043,10,NA,Diego Schwartzman,R,170,ARG,28.7885010267,105379,NA,NA,Aljaz Bedene,R,181,SLO,31.8685831622,6-4 6-2 6-4,5,R64,141,0,2,96,65,45,21,14,8,9,9,9,95,49,30,20,14,5,10,10,3465,56,1166
2021-520,Roland Garros,Clay,128,G,2021-05-31,177,104259,NA,NA,Philipp Kohlschreiber,R,178,GER,37.6235455168,106234,24,NA,Aslan Karatsev,R,185,RUS,27.7371663244,6-3 7-6(4) 4-6 6-1,5,R64,179,7,2,129,83,63,28,19,4,5,10,2,98,57,47,25,19,0,3,132,572,26,2245
2021-520,Roland Garros,Clay,128,G,2021-05-31,178,207989,NA,Q,Carlos Alcaraz Garfia,R,185,ESP,18.0725530459,105932,28,NA,Nikoloz Basilashvili,R,185,GEO,29.2676249144,6-4 6-2 6-4,5,R64,116,10,1,81,55,43,13,14,4,6,0,4,84,47,28,20,14,6,12,97,815,31,1785
2021-520,Roland Garros,Clay,128,G,2021-05-31,179,105526,NA,NA,Jan Lennard Struff,R,193,GER,31.099247091,105487,NA,NA,Facundo Bagnis,L,183,ARG,31.2553045859,7-5 7-6(1) 6-4,5,R64,138,15,4,102,51,42,32,17,4,5,4,7,112,74,53,16,17,8,11,42,1500,104,778
2021-520,Roland Garros,Clay,128,G,2021-05-31,180,100644,6,NA,Alexander Zverev,R,198,GER,24.1122518823,126128,NA,Q,Roman Safiullin,R,NA,RUS,23.8138261465,7-6(4) 6-3 7-6(1),5,R64,147,15,10,100,66,53,18,17,1,4,6,3,112,83,56,12,16,5,9,6,6990,182,393
2021-520,Roland Garros,Clay,128,G,2021-05-31,181,111513,NA,NA,Laslo Djere,R,188,SRB,25.9958932238,200175,NA,NA,Miomir Kecmanovic,R,183,SRB,21.749486653,4-6 4-6 6-3 6-2 6-3,5,R64,211,12,8,142,85,63,29,23,6,11,1,2,167,97,57,36,23,12,20,55,1168,48,1384
2021-520,Roland Garros,Clay,128,G,2021-05-31,182,105453,NA,NA,Kei Nishikori,R,178,JPN,31.4195756331,111575,23,NA,Karen Khachanov,R,198,RUS,25.0266940452,4-6 6-2 2-6 6-4 6-4,5,R64,239,0,3,156,102,69,31,23,8,12,5,3,160,100,60,35,23,14,19,49,1318,25,2280
2021-520,Roland Garros,Clay,128,G,2021-05-31,183,105967,NA,Q,Henri Laaksonen,R,NA,SUI,29.1663244353,105138,11,NA,Roberto Bautista Agut,R,183,ESP,33.1279945243,6-3 2-6 6-3 6-2,5,R64,141,9,4,101,47,35,31,17,6,9,4,5,108,77,47,16,17,9,15,150,498,11,3215
2021-520,Roland Garros,Clay,128,G,2021-05-31,184,134770,15,NA,Casper Ruud,R,183,NOR,22.4394250513,111794,NA,NA,Kamil Majchrzak,R,NA,POL,25.3798767967,6-3 6-2 6-4,5,R64,113,5,6,87,58,47,11,14,6,8,1,1,84,51,31,13,13,4,10,16,2690,126,636
2021-520,Roland Garros,Clay,128,G,2021-05-31,185,200221,NA,NA,Alejandro Davidovich Fokina,R,183,ESP,21.9876796715,122298,NA,Q,Botic van de Zandschulp,R,NA,NED,25.6563997262,6-4 6-4 5-7 2-6 6-4,5,R64,222,3,5,154,100,67,28,25,11,17,5,9,164,102,67,31,25,13,19,46,1408,154,478
2021-520,Roland Garros,Clay,128,G,2021-05-31,186,104926,27,NA,Fabio Fognini,R,178,ITA,34.0205338809,105916,NA,NA,Marton Fucsovics,R,188,HUN,29.3086926762,7-6(6) 6-1 6-2,5,R64,136,2,3,90,56,38,21,14,4,6,4,2,87,54,34,14,13,5,11,29,1933,44,1456
2021-520,Roland Garros,Clay,128,G,2021-05-31,187,105643,NA,NA,Federico Delbonis,L,190,ARG,30.6529774127,104665,NA,NA,Pablo Andujar,R,180,ESP,35.3511293634,4-6 6-1 3-6 6-3 6-2,5,R64,203,14,5,137,100,70,14,22,4,10,2,8,128,83,53,15,21,8,17,51,1225,68,1020
